chunk_size,max_tokens,questions_num,rouge1,rouge2,rougeL,rougeLsum,bert_score_P,bert_score_R,bert_score_F1,sts_score,substring_date,elapsed_time
128,128,2,0.24066505876907135,0.1718107541481605,0.20991876534783657,0.22968806449401263,0.7145315790904387,0.44061045669986093,0.5397559504756946,0.5592656161801406,LMForge_RUN02,0 days 01:59:41.932347
128,256,2,0.34857379943434064,0.23760094112357846,0.28886908939978984,0.3307282331360807,0.7104360256484363,0.5118773374722094,0.5884917877333933,0.6148012864325492,LMForge_RUN02,0 days 03:02:01.800576128,512,2,0.355303075881472,0.2412971344299537,0.2931831326441644,0.3372622317676607,0.6971901247696001,0.5201381477276779,0.5880899130100075,0.6134101709471319,LMForge_RUN02,0 days 00:00:00.001240
128,512,2,0.3412922215795827,0.22003951602381305,0.2739672397099582,0.3223950270982301,0.6852081519034173,0.5143713040944234,0.5813201687034265,0.610508718798052,LMForge_RUN02,0 days 03:41:33.639010
128,1024,2,0.3511668285001097,0.23105191959139795,0.2843247065744543,0.33221729885823925,0.6911362159619925,0.5202463510705373,0.5855933520617668,0.6094330361338465,LMForge_RUN02,0 days 04:44:29.102826
128,2048,2,0.3474613072699339,0.22132114344813203,0.2757042143996952,0.3268415679877077,0.6796361233904419,0.5201783249715725,0.5819820280714207,0.618117517659003,LMForge_RUN02,0 days 07:05:03.367332
256,128,2,0.13513429699913032,0.09286213292762664,0.11566141659610159,0.13072462120594558,0.6906006050334081,0.37652683830279915,0.48291991655729405,0.48595250161732534,LMForge_RUN02,0 days 02:13:48.454486
256,256,2,0.2260132741259196,0.1550692461775678,0.1885871187513954,0.21795479229375866,0.7173115691941783,0.44589094573594396,0.5444325952687915,0.5572820877000989,LMForge_RUN02,0 days 03:25:41.943253
256,512,2,0.26778344708699164,0.18505954843762665,0.21989114114424982,0.2585804864273905,0.7167922749712661,0.46848200906713205,0.5599215152758259,0.5767653772371585,LMForge_RUN02,0 days 04:17:27.618409
256,1024,2,0.2622995392452921,0.18144920805495515,0.2160544308358348,0.252904846072166,0.7142878824863319,0.46610895577184236,0.5569077950470753,0.5718404321539692,LMForge_RUN02,0 days 05:25:26.881538
256,2048,2,0.26610792131856453,0.18052153913715452,0.217765450093846,0.25644871069949543,0.7095297296458898,0.46914599518614064,0.557798885208713,0.5705507133557709,LMForge_RUN02,0 days 07:09:12.778115
512,128,2,0.06637511648618762,0.04509365242481206,0.05855044475981988,0.06460280352153272,0.6705797567937133,0.3353124279164929,0.4432481064677874,0.4529213518893502,LMForge_RUN02,0 days 02:02:23.395619
512,256,2,0.12194782626112849,0.08869706038838493,0.10592608730067271,0.11908361320103694,0.701275630580415,0.387191323720044,0.4944639127966974,0.5035832522647997,LMForge_RUN02,0 days 03:15:36.360756
512,512,2,0.13825922685721745,0.10313527082083074,0.11956566849837474,0.13534213888096258,0.6919498255876737,0.39363743320246725,0.49611964210450094,0.49659145089490864,LMForge_RUN02,0 days 01:48:33.594163
512,1024,2,0.17031820882296994,0.12686689480158042,0.1463924669205826,0.16651650388678252,0.7048695271841604,0.4143715193529521,0.5157844493667358,0.5161779129353764,LMForge_RUN02,0 days 06:11:41.131836
512,2048,2,0.1732796347078543,0.12574343711870833,0.14622605688953866,0.16918899302832646,0.6957616673937816,0.41750519391699925,0.5158164548379247,0.5082483452441583,LMForge_RUN02,0 days 08:32:06.053899
1024,128,2,0.031998730802562186,0.021179949402178367,0.02843611523364771,0.031318261205618404,0.5935325722786642,0.3136288858063164,0.40679701054025263,0.3609007528977513,LMForge_RUN02,0 days 01:06:13.552054
1024,256,2,0.06126775938584804,0.044677675962834104,0.05371745687243021,0.06029381981366108,0.6433076220085636,0.3647660790113182,0.4610829386591129,0.41953260267736225,LMForge_RUN02,0 days 01:53:44.136646
1024,512,2,0.08181021901699997,0.05999715751589907,0.07078360901052154,0.08022268748970447,0.6376655089814647,0.37627295371221037,0.46723091478655937,0.44793952629096856,LMForge_RUN02,0 days 02:48:49.084173
512,512,2,0.13825922685721745,0.10313527082083074,0.11956566849837474,0.13534213888096258,0.6919498255876737,0.39363743320246725,0.49611964210450094,0.49659145089490864,LMForge_RUN02,0 days 00:00:00.000502
512,512,2,0.15833416587473276,0.11825925961148112,0.13611627884555955,0.15478723867429434,0.7058891389459212,0.4067000752623706,0.5105155826969581,0.5127354706007549,LMForge_RUN02,0 days 04:31:11.187908
